crop_path,label,label_name,source_image,source_relative_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,object_label,wheel_position,side,visibility,crop_quality,box_source,image_split,vehicle_type,viewpoint,notes,sample_id,dataset_name,dataset_root,crop_rel_path,crop_abs_path,row_idx,file_exists,image_width,image_height,aspect_ratio,file_size_bytes,md5,is_tiny,is_huge,is_corrupt,quality_flags,split
invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,2241,915,2267,958,2237,909,2271,964,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000658,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,658,True,34,55,0.6181818181818182,1851,f530fb5068aed04db092e25f4782321f,False,False,False,,train
invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,373,898,414,920,367,895,420,923,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000659,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,659,True,53,28,1.8928571428571428,1524,453e5cba6d87e975ead8bb47576e39d5,True,False,False,tiny_crop,train
valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,410,871,459,921,403,863,466,929,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000660,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label1.jpg,660,True,63,66,0.9545454545454546,2782,d5593c8421cb4d0c77020c4c0e5eded4,False,False,False,,train
valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,847,1045,917,1140,837,1031,927,1154,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000661,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label1.jpg,661,True,90,123,0.7317073170731707,6553,af2dcb3507759dd11dd26c3664828841,False,False,False,,train
invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1278,902,1296,923,1275,899,1299,926,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000662,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label0.jpg,662,True,24,27,0.8888888888888888,1092,fbd82c9d43f4f8b7d343652051903e9b,True,False,False,tiny_crop,train
valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,525,1015,580,1112,517,1000,588,1127,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000663,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label1.jpg,663,True,71,127,0.5590551181102362,5654,e08d1405e755861c0609f8c5dece4578,False,False,False,,train
invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,762,1070,809,1090,755,1067,816,1093,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000664,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,664,True,61,26,2.3461538461538463,1615,c8d97e0c64081906ca1ead6a7884780e,True,False,False,tiny_crop,train
valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1151,875,1206,931,1143,867,1214,939,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000665,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label1.jpg,665,True,71,72,0.9861111111111112,3697,17d5c12e43334005607b09df571af135,False,False,False,,train
valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj010__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1345,861,1404,922,1336,852,1413,931,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000666,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj010__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj010__label1.jpg,666,True,77,79,0.9746835443037974,4242,4944f5333c5a1134cf4a0e47d7dc79f8,False,False,False,,train
valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj011__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,119,918,148,994,115,907,152,1005,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000667,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj011__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj011__label1.jpg,667,True,37,98,0.37755102040816324,2869,f63f0b514a1ee4f9b6945567b037a85b,False,False,False,,train
invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj012__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,326,877,354,896,322,874,358,899,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000668,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj012__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj012__label0.jpg,668,True,36,25,1.44,1236,9bc2473a835138f1f5e52c28b726e3f4,True,False,False,tiny_crop,train
invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj013__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,2285,916,2312,943,2281,912,2316,947,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000669,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj013__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj013__label0.jpg,669,True,35,35,1.0,1352,1803b76b587bdb0a3a233917dff43310,False,False,False,,train
invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj014__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1454,976,1537,1019,1442,970,1549,1025,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,2_wheeler,unknown,,labeled_crops_70_000670,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj014__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_38_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj014__label0.jpg,670,True,107,55,1.9454545454545455,3773,ea626defd8528231614b490e08403617,False,False,False,,train
valid_wheel_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1273,879,1342,969,1263,865,1352,983,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000671,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label1.jpg,671,True,89,118,0.7542372881355932,6181,c93022058af6568fa069ca9846c75ca1,False,False,False,,test
invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,2184,773,2198,801,2182,769,2200,805,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000672,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj001__label0.jpg,672,True,18,36,0.5,1043,e4ae05a05bdd3bc38153b6c05bae153c,True,False,False,tiny_crop,test
invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,692,863,735,933,686,853,741,943,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000673,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj002__label0.jpg,673,True,55,90,0.6111111111111112,3049,604b3d1b29b1ec09664fd5277e112f9a,False,False,False,,test
invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1167,763,1225,820,1158,754,1234,829,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000674,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj003__label0.jpg,674,True,76,75,1.0133333333333334,3937,8845dc4fc1e9a5af49999268bbb053ea,False,False,False,,test
valid_wheel_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1657,931,1749,1015,1643,918,1763,1028,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000675,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj004__label1.jpg,675,True,120,110,1.0909090909090908,6829,66bf026f8fc25183428fa4ab3cfe39de,False,False,False,,test
valid_wheel_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,2292,797,2373,884,2280,784,2385,897,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000676,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj005__label1.jpg,676,True,105,113,0.9292035398230089,7026,797bba78a1a4e4ac2af76f341fc8a9d0,False,False,False,,test
invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,785,735,816,782,780,728,821,789,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000677,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj006__label0.jpg,677,True,41,61,0.6721311475409836,2192,4222a22c98ba1a071c389f31be7dde44,False,False,False,,test
invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,502,826,535,901,497,815,540,912,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000678,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj007__label0.jpg,678,True,43,97,0.44329896907216493,2999,9656fbc15240cb6eee8c13a92d6cd85e,False,False,False,,test
invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,2076,741,2121,804,2069,732,2128,813,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000679,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj008__label0.jpg,679,True,59,81,0.7283950617283951,3247,7d7ddbe3999b68cfe65b28ca58cc174f,False,False,False,,test
invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label0.jpg,0,invalid_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1109,789,1164,821,1101,784,1172,826,non_wheel_candidate,unknown,unknown,unknown,good,imported_xml,unassigned,4_wheeler,unknown,,labeled_crops_70_000680,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,invalid_candidate/20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label0.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\invalid_candidate\20210504_10_27_50_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj009__label0.jpg,680,True,71,42,1.6904761904761905,2471,45c13b94dc55235c8a0ee2cd5faad1a9,False,False,False,,test
valid_wheel_candidate/20210504_10_27_56_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label1.jpg,1,valid_wheel_candidate,C:\Users\dual-\Downloads\wheel_labeling_nikolai_70\images\20210504_10_27_56_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,20210504_10_27_56_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg,1643,755,1702,812,1634,746,1711,821,wheel,unknown,unknown,unknown,good,imported_xml,unassigned,3_wheeler,unknown,,labeled_crops_70_000681,labeled_crops_70,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70,valid_wheel_candidate/20210504_10_27_56_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label1.jpg,C:\Users\user\Downloads\transformers\ass3\labeled_crops_70\valid_wheel_candidate\20210504_10_27_56_000_2sQ7uoDSHQakPcTTKy9Ikfs5wWs1_F_3264_2448.jpg__obj000__label1.jpg,681,True,77,75,1.0266666666666666,3887,deadff5a5a15357bb3f7678c9e3e94a3,False,False,False,,validation
